name,abbrv,formula,state,ref1,ref2,date,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T
pyridine,NA,C5H5N,liq,LH06b.1,NA,11.Jul.03,43370,23890,42.52,31.72,80.86,10.24,64.34,2.042,0,0,0,0,1000
piperidine,NA,C5H11N,liq,LH06b.1,NA,16.Jul.03,24270,-20860,50.18,42.95,99.4,2.42,98.88,9.831,0,0,0,0,1000
