name,abbrv,formula,state,ref1,ref2,date,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T
Fe(Alan)2,NA,Fe(C3H6NO2)2,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-184387,-269655,58.166,236.6,122.2,18.4732,37.3244,-8.9189,-4.3219,144.5703,45.1671,-0.03,0
Ni(Alan)+,NA,Ni(C3H6NO2)+,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-94227,-137691,15.46,95.2,38.5,7.1451,9.664,1.9536,-3.1784,64.9703,16.36,0.326,1
Ni(Alan)2,NA,Ni(C3H6NO2)2,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-175945,-264092,50.92,220.8,113.8,17.318,34.504,-7.8105,-4.2053,135.3083,41.9478,-0.03,0
Cu(Alan)+,NA,Cu(C3H6NO2)+,aq,"SK95 [S98]",CHNOSZ.2,12.Oct.07,-71295,-110530,30.46,108.7,43.4,7.7387,11.1165,1.3762,-3.2385,70.7759,19.11,0.0974,1
Cu(Alan)2,NA,Cu(C3H6NO2)2,aq,"SK95 [S98]",CHNOSZ.2,12.Oct.07,-156054,-238480,70.92,247.2,119.2,18.0655,36.3271,-8.523,-4.2807,150.7452,47.3132,-0.03,0
Zn(Alan)+,NA,Zn(C3H6NO2)+,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-117313,-161024,17.46,107.4,43.8,7.8514,11.3891,1.2746,-3.2497,71.8106,18.835,0.2956,1
Zn(Alan)2,NA,Zn(C3H6NO2)2,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-198512,-284509,60.92,244.5,119.6,18.1164,36.4558,-8.5823,-4.286,149.2015,46.7767,-0.03,0
Pb(Alan)+,NA,Pb(C3H6NO2)+,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-87891,-120835,59.148,93,53.4,8.964,14.1088,0.1992,-3.3622,57.5413,15.9017,-0.3372,1
Pb(Alan)2,NA,Pb(C3H6NO2)2,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-167671,-240311,111.336,216.4,130.4,19.5944,40.0653,-10.0034,-4.4352,132.7356,41.0535,-0.03,0
Co(Alan)+,NA,Co(C3H6NO2)+,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-94799,-136805,20.46,104,43.6,7.8202,11.3148,1.299,-3.2467,69.3955,18.1475,0.2482,1
Co(Alan)2,NA,Co(C3H6NO2)2,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-175193,-260392,60.92,238,119.4,18.0995,36.4127,-8.5626,-4.2842,145.3423,45.4353,-0.03,0
Cd(Alan)+,NA,Cd(C3H6NO2)+,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-100782,-141576,29.698,113.7,53.4,9.1151,14.4742,0.063,-3.3773,73.7914,20.1183,0.1098,1
Cd(Alan)2,NA,Cd(C3H6NO2)2,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-181340,-264540,72.797,256.8,130.4,19.5944,40.0653,-10.0034,-4.4352,156.4053,49.2806,-0.03,0
Eu(Alan)+,NA,Eu(C3H6NO2)+,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-206029,-242617,50.149,135,68.4,11.0532,19.2058,-1.7947,-3.5729,83.4588,24.4724,-0.2006,1
Eu(Alan)2,NA,Eu(C3H6NO2)2,aq,"SK95 [S98]",CHNOSZ.2,3.Sep.06,-282521,-359634,99.56,298.5,147,21.8707,45.6205,-12.1799,-4.6649,180.847,57.7759,-0.03,0
Li(Glyc),NA,LiCH3OCO2,aq,"SK95 [S98]",NA,30.Aug.93,-190953,-221668,27,NA,NA,8.2991,12.4812,0.8472,-3.2949,57.0031,14.7309,-0.03,0
Lu(Lac)+2,NA,LuCH3CH2OCO2+2,aq,"SK95 [S98]",NA,30.Aug.93,-287182,-338081,-34.08,NA,NA,4.3587,2.8618,4.6243,-2.8972,85.9749,19.6485,1.579,2
Ba(HCO3)+,NA,Ba(HCO3)+1,aq,"SK95 [S98]",SLOP98.8,Nov.92,-275700,-294350,46.83,NA,NA,7.882,11.464,1.244,-3.253,26.273,4.46,-0.158,1
Ca(HCO3)+,NA,Ca(HCO3)+,aq,"SK95 [S98]",SLOP98.8,Jan.91,-273830,-294350,16,NA,NA,3.706,1.267,5.252,-2.831,41.722,8.336,0.308,1
La(Lac)+2,NA,LaCH3CH2OCO2+2,aq,"SK95 [S98]",SLOP98.8,30.Aug.93,-291087,-337701,-18.338,NA,NA,5.2529,5.0431,3.7711,-2.9874,76.8931,17.2652,1.3375,2
Li(Lac),NA,LiCH3CH2OCO2,aq,"SK95 [S98]",SLOP98.8,30.Aug.93,-192736,-232028,30.798,NA,NA,10.5433,17.9646,-1.316,-3.5216,78.9753,22.3678,-0.03,0
Mg(HCO3)+,NA,Mg(HCO3)+,aq,"SK95 [S98]",SLOP98.8,Jan.91,-250200,-275750,-3,NA,NA,3.271,0.206,5.669,-2.788,47.284,9.34,0.599,1
Sr(HCO3)+,NA,Sr(HCO3)+1,aq,"SK95 [S98]",SLOP98.8,Nov.92,-276720,-291688,38,NA,NA,3.694,1.237,5.264,-2.83,35.345,7.181,-0.023,1
phenol,PHOL,C6H5OH,aq,"DSM+97 [S98]",NA,20.Nov.97,-12215,-36320,45.5,74.2,86.17,13.4599,23.7816,-0.7952,-3.762,67.7515,2.37,-0.2857,0
o-cresol,o-CRESOL,C6H4OHCH3,aq,"DSM+97 [S98]",NA,22.Feb.96,-12725,-45081,50.4,102.8,100.4,15.4181,28.2184,-1.8079,-3.9454,89.9089,5.1956,-0.2532,0
m-cresol,m-CRESOL,C6H4OHCH3,aq,"DSM+97 [S98]",NA,22.Feb.96,-13890,-45560,52.7,101.3,100.4,15.4233,28.2298,-1.8101,-3.9459,88.8505,5.0474,-0.238,0
p-cresol,p-CRESOL,C6H4OHCH3,aq,"DSM+97 [S98]",NA,22.Feb.96,-11625,-44245,49.5,91.8,100.4,15.4161,28.2174,-1.8159,-3.9454,81.0624,4.1088,-0.2592,0
"2,3-dimethylphenol","2,3-DMP",C6H3OHCH3CH3,aq,"DSM+97 [S98]",NA,20.Nov.97,-11005,-53849,47.8,123.1,114.4,17.3144,32.5179,-2.7887,-4.1232,105.9743,7.2013,-0.2705,0
"2,4-dimethylphenol","2,4-DMP",C6H3OHCH3CH3,aq,"DSM+97 [S98]",NA,20.Nov.97,-13081,-52675,58.7,117.8,114.4,17.3388,32.5725,-2.7994,-4.1254,102.4043,6.6776,-0.1982,0
"2,5-dimethylphenol","2,5-DMP",C6H3OHCH3CH3,aq,"DSM+97 [S98]",NA,20.Nov.97,-11875,-54420,48.8,129.1,114.4,17.3166,32.5246,-2.7936,-4.1235,110.8307,7.7941,-0.2639,0
"2,6-dimethylphenol","2,6-DMP",C6H3OHCH3CH3,aq,"DSM+97 [S98]",NA,20.Nov.97,-10973,-52445,52.4,118.8,114.4,17.3247,32.5408,-2.793,-4.1241,102.8187,6.7764,-0.24,0
"3,4-dimethylphenol","3,4-DMP",C6H3OHCH3CH3,aq,"DSM+97 [S98]",NA,20.Nov.97,-12264,-54422,50.1,112.9,114.4,17.3196,32.5292,-2.7906,-4.1237,97.9627,6.1935,-0.2552,0
"3,5-dimethylphenol","3,5-DMP",C6H3OHCH3CH3,aq,"DSM+97 [S98]",NA,20.Nov.97,-12459,-54945,49,121.3,114.4,17.3171,32.5233,-2.7885,-4.1234,104.6091,7.0234,-0.2625,0
MgSO4,MgSO4,MgSO4,aq,"MS97 [S98]",SLOP98.11,28.Nov.94,-289477,-327367,-13.5,NA,NA,1.9369,-3.0547,6.9554,-2.6526,-6.839,-7.4589,-0.03,0
NaSO4-,NaSO4-,NaSO4-,aq,"MS97 [S98]",SLOP98.11,28.Nov.94,-241476,-273733,25.46,NA,NA,6.4638,8.0045,2.597,-3.1098,14.4928,-4.1182,1.2422,-1
HCl,HCl,HCl,aq,"MS97 [S98]",SLOP98.11,30.Jul.96,-30410,-42054,3.2,NA,NA,1.2547,-4.7177,7.6043,-2.584,16.7134,2.8727,-0.7,0
UOH+2,U(OH)+2,U(OH)+2,aq,"SSB97 [S98]",NA,18.May.94,-161800,-167700,1.2,-38.6,5.1,2.8136,-0.9087,6.1004,-2.7413,-6.8963,-10.8973,1.0376,2
UO+,UO+,UO+,aq,"SSB97 [S98]",NA,18.May.94,-152900,-153900,17.5,-80.8,7.7,2.9158,-0.6648,6.0168,-2.7514,-38.0715,-19.3305,0.2873,1
HUO2,HUO2,HUO2,aq,"SSB97 [S98]",NA,18.May.94,-198000,-205100,52.9,-144.6,24.9,5.1622,4.8252,3.8489,-2.9784,-78.8543,-32.4895,-0.03,0
UO2-,NA,UO2-,aq,"SSB97 [S98]",NA,11.Oct.07,-183700,-193600,43.3,-123.7,22.5,5.1728,4.8473,3.8491,-2.9793,-57.3622,-28.2322,0.9733,-1
U(OH)+3,U(OH)+3,U(OH)+3,aq,"SSB97 [S98]",NA,18.May.94,-182600,-198400,-47.8,17.3,-2.8,2.1611,-2.5064,6.739,-2.6753,37.5484,0.4894,2.3058,3
UO+2,UO+2,UO+2,aq,"SSB97 [S98]",NA,16.Oct.07,-180600,-192100,-33.4,-22.7,-0.4,2.2403,-2.3083,6.6513,-2.6835,7.3127,-7.6585,1.5684,2
HUO2+,HUO2+,HUO2+,aq,"SSB97 [S98]",NA,18.May.94,-233200,-254800,-11.4,2,8.9,3.2291,0.1055,5.7039,-2.7833,14.0517,-2.6271,0.7287,1
UO2,UO2,UO2,aq,"SSB97 [S98]",NA,28.Mar.94,-233800,-259700,-26,19.1,5.2,2.4664,-1.7587,6.4404,-2.7062,17.084,0.8561,-0.03,0
HUO3-,HUO3-,HUO3-,aq,"SSB97 [S98]",NA,18.May.94,-274100,-321200,-41.3,70.2,4.8,3.1824,-0.0092,5.7491,-2.7785,68.04,11.2651,2.2503,-1
UO2OH,UO2OH,UO2OH,aq,"SSB97 [S98]",NA,18.May.94,-261600,-295900,-13.9,24.8,14.5,3.739,1.3467,5.2242,-2.8346,20.4246,2.0172,-0.03,0
UO3-,UO3-,UO3-,aq,"SSB97 [S98]",NA,18.May.94,-236600,-272600,-19.5,6.7,12.6,4.1388,2.3272,4.8294,-2.8751,27.8024,-1.6697,1.9223,-1
UO2OH+,UO2OH+,UO2OH+,aq,"SSB97 [S98]",NA,18.May.94,-277250,-301550,4.1,4.3,20.7,4.764,3.8529,4.2318,-2.9382,13.224,-2.1586,0.4925,1
UO3,UO3(AQ),UO3,aq,"SSB97 [S98]",NA,18.May.94,-270300,-299600,-12.9,-0.8,14.8,3.7801,1.4512,5.1736,-2.8389,5.4213,-3.1975,-0.03,0
HUO4-,HUO4-,HUO4-,aq,"SSB97 [S98]",NA,18.May.94,-314800,-362900,-20.2,22.1,18.4,4.9364,4.2748,4.0637,-2.9556,36.9351,1.4672,1.9339,-1
UO4-2,UO4-2,UO4-2,aq,"SSB97 [S98]",NA,18.May.94,-296000,-346200,-27.1,-44.4,15.4,5.0964,4.6606,3.9223,-2.9716,13.513,-12.0788,3.6219,-2
NaCl,NaCl,NaCl,aq,"SSH97 [S98]",NA,16.Sep.97,-92910,-96160,28,8.5,24,5.0364,4.5189,3.9669,-2.9658,10.798,-1.3031,-0.038,0
AgCl,AgCl,AgCl,aq,"SSH97 [S98]",NA,16.Sep.97,-17450,-18270,34.1,6.7,25.24,5.2088,4.9399,3.8015,-2.9832,9.8168,-1.6698,-0.03,0
AgCl2-,AgCl2-,AgCl2-,aq,"SSH97 [S98]",NA,16.Sep.97,-51560,-61130,47,7.8,54.37,9.5149,15.4544,-0.3312,-3.4178,19.185,-1.4457,0.9169,-1
ZnCl+,ZnCl+,ZnCl+,aq,"SSH97 [S98]",NA,16.Sep.97,-66850,-66240,23,19.9,-1.28,1.6583,-3.7293,7.2088,-2.6248,19.6947,1.0191,0.2025,1
ZnCl2,ZnCl2,ZnCl2,aq,"SSH97 [S98]",NA,16.Sep.97,-98300,-109080,27.03,34.7,24.82,5.1486,4.7929,3.8592,-2.9771,26.1528,4.0338,-0.038,0
PbCl+,PbCl+,PbCl+,aq,"SSH97 [S98]",NA,16.Sep.97,-39050,-38630,28,4.9,8.53,2.9756,-0.513,5.9446,-2.7577,10.2182,-2.0364,0.1281,1
PbCl2,PbCl2,PbCl2,aq,"SSH97 [S98]",NA,16.Sep.97,-71200,-77700,47,2,35.74,6.6429,8.4416,2.4251,-3.1279,6.9886,-2.6272,-0.038,0
PbCl3-,PbCl3-,PbCl3-,aq,"SSH97 [S98]",NA,16.Sep.97,-102150,-117700,59,-11.9,66.07,11.0547,19.2141,-1.8089,-3.5733,5.9698,-5.4586,0.7356,-1
NiCl+,NiCl+,NiCl+,aq,"SSH97 [S98]",NA,16.Sep.97,-40920,-51400,-17,8.1,-6.63,1.1319,-5.0147,7.714,-2.5716,18.3863,-1.3846,0.8111,1
FeCl+,FeCl+,FeCl+,aq,"SSH97 [S98]",NA,18.Sep.97,-53030,-61260,-10.06,20.6,1.06,2.1468,-2.5367,6.7401,-2.6741,24.6912,1.1617,0.7003,1
MgCl+,MgCl+,MgCl+,aq,"SSH97 [S98]",NA,18.Sep.97,-139700,-150933,-19,25,1.26,2.223,-2.3505,6.6669,-2.6818,28.6016,2.058,0.8449,1
MgF+,MgF+,MgF+,aq,"SSH97 [S98]",NA,18.Sep.97,-177690,-190950,-28.07,39.1,-17.47,-0.2975,-8.5049,9.0858,-2.4274,38.0239,4.9301,0.9706,1
CaF+,CaF+,CaF+,aq,"SSH97 [S98]",NA,18.Sep.97,-200390,-208600,-9,30.1,-13.46,0.1568,-7.3958,8.6499,-2.4732,30.1743,3.0968,0.6911,1
Fe(Ac)+,Fe(Ac)+,FeCH3COO+,aq,"SSH97 [S98]",NA,18.Sep.97,-111900,-139060,-1.5,81.3,23.86,5.2246,4.9785,3.7863,-2.9848,59.116,13.5263,0.5756,1
Fe(Ac)2,Fe(Ac)2,Fe(CH3COO)2,aq,"SSH97 [S98]",NA,18.Sep.97,-201800,-259100,11.53,184.2,76.13,12.1698,21.937,-2.8791,-3.6858,113.7691,34.487,-0.038,0
Zn(Ac)+,Zn(Ac)+,ZnCH3COO+,aq,"SSH97 [S98]",NA,18.Sep.97,-125660,-155120,9.4,86.2,21.52,4.8484,4.06,4.1473,-2.9468,60.4626,14.5244,0.41,1
Zn(Ac)2,Zn(Ac)2,Zn(CH3COO)2,aq,"SSH97 [S98]",NA,18.Sep.97,-216450,-271500,22.47,193.3,73.02,11.7443,20.8978,-2.4707,-3.6429,119.1022,36.3407,-0.038,0
Zn(Ac)3-,Zn(Ac)3-,Zn(CH3COO)3-,aq,"SSH97 [S98]",SLOP98.4,2.Jun.98,-305740,-394542,25,316.5,130.4,20.0332,41.1373,-10.4257,-4.4796,203.1827,61.4365,1.2513,-1
KSO4-,KSO4-,KSO4-,aq,"SSH97 [S98]",NA,18.Sep.97,-246640,-276980,35,-10.9,27.8,5.9408,6.7274,3.0989,-3.0571,9.9089,-5.2549,1.0996,-1
CaSO4,CaSO4,CaSO4,aq,"SSH97 [S98]",NA,18.Sep.97,-312930,-345900,5,-25,4.7,2.4079,-1.8992,6.4895,-2.7004,-8.4942,-8.1271,-0.001,0
HSiO3-,HSiO3-,HSiO3-,aq,"SSH97 [S98]",NA,18.Sep.97,-242801,-273872,5,-21,5,2.9735,-0.5158,5.9467,-2.7575,8.1489,-7.3123,1.5511,-1
LiCl,LiCl,LiCl,aq,"SSH97 [S98]",NA,18.Sep.97,-99250,-105680,13.14,20.3,28,5.5837,5.8554,3.4416,-3.021,17.7136,1.1006,-0.038,0
KCl,KCl,KCl,aq,"SSH97 [S98]",NA,18.Sep.97,-95430,-95390,42.25,-8.3,38.3,6.9932,9.297,2.0889,-3.1633,0.9522,-4.7253,-0.038,0
RbCl,RbCl,RbCl,aq,"SSH97 [S98]",NA,18.Sep.97,-97870,-96800,48.56,-20,41.6,7.4542,10.4227,1.6465,-3.2098,-5.6468,-7.1086,-0.01,0
CsCl,CsCl,CsCl,aq,"SSH97 [S98]",NA,18.Sep.97,-100900,-100950,52.58,-24,48,8.401,12.7344,0.7379,-3.3054,-6.0563,-7.9234,0.2,0
NaF,NaF,NaF,aq,"SSH97 [S98]",NA,18.Sep.97,-128570,-135860,12,11.2,5.71,2.5336,-1.5922,6.3689,-2.7131,12.3804,-0.7531,-0.038,0
RbF,RbF,RbF,aq,"SSH97 [S98]",NA,18.Sep.97,-136450,-139710,31.6,-16,19,4.3647,2.8788,4.6115,-2.898,-3.2196,-6.2938,-0.001,0
NaBr,NaBr,NaBr,aq,"SSH97 [S98]",NA,18.Sep.97,-85610,-84830,34.1,7.97,32.04,6.1257,7.1789,2.9214,-3.0757,10.1926,-1.4111,-0.07,0
KBr,KBr,KBr,aq,"SSH97 [S98]",NA,18.Sep.97,-90010,-86320,47.5,-7.97,46,8.058,11.897,1.067,-3.2708,1.4496,-4.658,-0.005,0
RbBr,RbBr,RbBr,aq,"SSH97 [S98]",NA,18.Sep.97,-91010,-85730,54.2,-19.19,49,8.4668,12.8952,0.6747,-3.312,-5.172,-6.9436,-0.01,0
CsBr,CsBr,CsBr,aq,"SSH97 [S98]",NA,18.Sep.97,-94610,-88490,57.3,-26.57,57,9.5646,15.5757,-0.3789,-3.4228,-9.4143,-8.4469,-0.001,0
NaI,NaI,NaI,aq,"SSH97 [S98]",NA,Jan.91,-72900,-69101,37.7,10.14,43,7.6488,10.8979,1.4597,-3.2295,12.1001,-0.969,-0.001,0
KI,KI,KI,aq,"SSH97 [S98]",NA,18.Sep.97,-77740,-71829,49.2,-5.8,59,9.8369,16.2406,-0.6402,-3.4503,2.7214,-4.216,-0.005,0
RbI,RbI,RbI,aq,"SSH97 [S98]",NA,18.Sep.97,-78900,-71720,56.3,-17.02,64,10.5225,17.9145,-1.2982,-3.5195,-3.8174,-6.5015,-0.001,0
CsI,CsI,CsI,aq,"SSH97 [S98]",NA,18.Sep.97,-83460,-77820,60.3,-24.4,72,11.6513,20.6709,-2.3815,-3.6335,-7.212,-8.0048,0.1,0
Ag(CO3)-,Ag(CO3)-,Ag(CO3)-,aq,"SSH97 [S98]",NA,29.Sep.97,-111430,-142490,0,-10.2,-0.42,2.2588,-2.2632,6.6326,-2.6854,15.2147,-5.1123,1.631,-1
Ag(CO3)2-3,Ag(CO3)2-3,Ag(CO3)2-3,aq,"SSH97 [S98]",NA,29.Sep.97,-236890,-304200,-19,-28.3,1.64,3.7128,1.2872,5.2371,-2.8322,36.5589,-8.7993,5.0992,-3
MgCO3,MgCO3,MgCO3,aq,"SSH97 [S98]",NA,1.Oct.97,-238760,-270570,-24,-27.4,-18.18,-0.7355,-9.5745,9.5062,-2.3831,-10.2416,-8.6159,-0.038,0
CaCO3,CaCO3,CaCO3,aq,"SSH97 [S98]",NA,2.Oct.97,-262850,-287390,2.5,-29.6,-15.66,-0.3907,-8.7325,9.1753,-2.4179,-11.5309,-9.0641,-0.038,0
SrCO3,SrCO3,SrCO3,aq,"SSH97 [S98]",NA,2.Oct.97,-264860,-288620,8.5,-32.1,-15.24,-0.3332,-8.5922,9.1201,-2.4237,-12.9961,-9.5733,-0.038,0
BaCO3,BaCO3,BaCO3,aq,"SSH97 [S98]",NA,2.Oct.97,-263830,-285850,16,-34.4,-11.81,0.1361,-7.4461,8.6697,-2.4711,-14.344,-10.0418,-0.038,0
NaHSiO3,NaHSiO3,NaHSiO3,aq,"SSH97 [S98]",NA,2.Oct.97,-307890,-333894,10,24.61,12.72,3.4928,0.75,5.4483,-2.81,20.2395,1.9785,-0.038,0
KHSO4,KHSO4,KHSO4,aq,"SSH97 [S98]",NA,2.Oct.97,-243400,-267400,55,57.72,53.77,9.1226,14.4964,0.0453,-3.3782,39.9849,8.723,-0.001,0
SrF+,SrF+,SrF+,aq,"SSH97 [S98]",NA,2.Oct.97,-202290,-210670,-6.2,16.11,-12.79,0.2336,-7.2081,8.5761,-2.481,21.5706,0.2471,0.6472,1
BaF+,BaF+,BaF+,aq,"SSH97 [S98]",NA,2.Oct.97,-201120,-206510,5.5,10.71,-7,0.9652,-5.4218,7.874,-2.5548,16.7505,-0.8529,0.4675,1
CaCl+,CaCl+,CaCl+,aq,"SSH97 [S98]",NA,2.Oct.97,-163100,-168607,4.5,17.47,5.74,2.7148,-1.1497,6.1949,-2.7314,20.8839,0.5241,0.4862,1
CaCl2,CaCl2,CaCl2,aq,"SSH97 [S98]",NA,2.Oct.97,-194000,-211060,6,30.96,32.64,6.2187,7.4058,2.8322,-3.0851,23.961,3.272,-0.038,0
SrCl+,SrCl+,SrCl+,aq,"SSH97 [S98]",NA,2.Oct.97,-165800,-169790,11,11.84,6.41,2.7719,-1.0104,6.1402,-2.7372,16.6402,-0.6227,0.3837,1
BaCl+,BaCl+,BaCl+,aq,"SSH97 [S98]",NA,2.Oct.97,-164730,-165323,24,6.67,11.87,3.4534,0.6537,5.4861,-2.806,11.8213,-1.6759,0.1895,1
FeCl2,FeCl2,FeCl2,aq,"SSH97 [S98]",NA,2.Oct.97,-73480,-78490,43,29.2,27.43,5.5057,5.665,3.5164,-3.0131,22.9295,2.9135,-0.038,0
MnCl+,MnCl+,MnCl+,aq,"SSH97 [S98]",NA,2.Oct.97,-86290,-88280,12,25.12,6.74,2.8119,-0.9126,6.1017,-2.7412,24.2838,2.0824,0.3686,1
ZnCl3-,ZnCl3-,ZnCl3-,aq,"SSH97 [S98]",NA,2.Oct.97,-129310,-151060,25,41.97,53.9,9.5636,15.5732,-0.3779,-3.4227,42.2912,5.5147,1.2513,-1
PbCl4-2,PbCl4-2,PbCl4-2,aq,"SSH97 [S98]",NA,2.Oct.97,-133177,-159209,66,-35.18,99.86,16.1777,31.723,-6.7255,-4.0904,5.9335,-10.2007,2.2126,-2
AgCl3-2,AgCl3-2,AgCl3-2,aq,"SSH97 [S98]",NA,2.Oct.97,-82710,-105613,44.5,10.69,86.82,14.504,27.6363,-5.1192,-3.9214,35.8339,-0.857,2.5402,-2
AgCl4-3,AgCl4-3,AgCl4-3,aq,"SSH97 [S98]",NA,2.Oct.97,-112280,-150616,35,16.09,122.97,20.0386,41.1504,-10.4309,-4.4801,55.0238,0.243,4.2796,-3
AgNO3,AgNO3,AgNO3,aq,"SSH97 [S98]",NA,2.Oct.97,-7738,-23320,49,31.28,36.64,6.766,8.7423,2.3069,-3.1404,24.1485,3.3372,-0.038,0
MnSO4,MnSO4,MnSO4,aq,"SSH97 [S98]",NA,2.Oct.97,-235640,-266750,5,-20.6,2.8,2.1354,-2.5645,6.751,-2.6729,-6.2564,-7.2308,-0.038,0
BeCl+,BeCl+,BeCl+,aq,"SSH97 [S98]",NA,2.Oct.97,-115316,-124998,92.31,31.19,-2.06,1.1974,-4.8548,7.6512,-2.5783,16.6475,3.3197,-0.8467,1
BeCl2,BeCl2,BeCl2,aq,"SSH97 [S98]",NA,2.Oct.97,-145521,-156432,130.44,57.74,23.95,5.0297,4.5026,3.9733,-2.9651,39.653,8.7262,-0.038,0
FeCl+2,FeCl+2,FeCl+2,aq,"SSH97 [S98]",NA,2.Oct.97,-37518,-50820,-42.74,3.37,-22.34,-0.7164,-9.5277,9.4878,-2.3851,23.8149,-2.3482,1.7013,2
CoCl+,CoCl+,CoCl+,aq,"SSH97 [S98]",NA,16.Oct.07,-45157,-53965,-11.27,17.02,-1.5,1.8028,-3.3766,7.0702,-2.6394,22.7656,0.4323,0.7191,1
CdCl+,CdCl+,CdCl+,aq,"SSH97 [S98]",NA,2.Oct.97,-52627,-59392,0.75,26.47,8.42,3.099,-0.2116,5.8262,-2.7702,26.6485,2.3572,0.5394,1
CdCl2,CdCl2,CdCl2,aq,"SSH97 [S98]",NA,2.Oct.97,-84851,-101362,10.31,48.52,35.62,6.6265,8.4016,2.4408,-3.1263,34.2501,6.8482,-0.038,0
CdCl3-,CdCl3-,CdCl3-,aq,"SSH97 [S98]",NA,2.Oct.97,-115971,-144916,10.86,62.74,65.93,11.2826,19.7705,-2.0276,-3.5963,56.4451,9.7459,1.4662,-1
CdCl4-2,CdCl4-2,CdCl4-2,aq,"SSH97 [S98]",NA,2.Oct.97,-146081,-190793,0.23,69.14,99.7,16.4919,32.4903,-7.0271,-4.1221,76.2256,11.0502,3.206,-2
TlCl,TlCl,TlCl,aq,"SSH97 [S98]",NA,2.Oct.97,-39815,-37819,48.69,-20.63,46.52,8.1182,12.044,1.0092,-3.2768,-6.2744,-7.237,-0.038,0
TlCl+2,TlCl+2,TlCl+2,aq,"SSH97 [S98]",NA,2.Oct.97,9375,671,-18.52,-8.56,-18.32,-0.2904,-8.4877,9.079,-2.4281,13.4748,-4.7774,1.3375,2
AuCl,AuCl,AuCl,aq,"SSH97 [S98]",NA,2.Oct.97,-3184,-2140,41.47,-9.83,38.61,7.0357,9.4008,2.0481,-3.1676,0.0551,-5.0371,-0.038,0
AuCl2-,AuCl2-,AuCl2-,aq,"SSH97 [S98]",NA,2.Oct.97,-36781,-44725,53.6,-24.52,69.26,11.5192,20.3482,-2.2547,-3.6201,-0.6764,-8.03,0.8173,-1
AuCl3-2,AuCl3-2,AuCl3-2,aq,"SSH97 [S98]",NA,2.Oct.97,-67811,-86023,61.39,-43.48,103.42,16.6878,32.9687,-7.2151,-4.1419,1.7155,-11.891,2.2827,-2
AuCl4-3,AuCl4-3,AuCl4-3,aq,"SSH97 [S98]",CHNOSZ.4,2.Oct.97,-35332,23573,-32.72,-1.36,-20.66,-0.5361,-9.0876,9.3148,-2.4033,19.7251,-3.3107,1.5579,-3
HgCl+,HgCl+,HgCl+,aq,"SSH97 [S98]",NA,7.Oct.97,-2155,-7374,11.67,39.07,4.41,2.4941,-1.6886,6.4067,-2.7091,32.5048,4.9238,0.3735,1
HgCl2,HgCl2,HgCl2,aq,"SSH97 [S98]",NA,7.Oct.97,-42838,-56787,24.64,73.1,31.15,6.015,6.9084,3.0277,-3.0645,48.6478,11.856,-0.038,0
HgCl3-,HgCl3-,HgCl3-,aq,"SSH97 [S98]",NA,7.Oct.97,-74504,-99299,30.51,104.29,60.95,10.5003,17.8603,-1.2769,-3.5173,78.0458,18.2101,1.1676,-1
HgCl4-2,HgCl4-2,HgCl4-2,aq,"SSH97 [S98]",NA,7.Oct.97,-106988,-145023,28.36,132.65,94.15,15.5903,30.2888,-6.1618,-4.0311,109.561,23.986,2.7846,-2
InCl+2,InCl+2,InCl+2,aq,"SSH97 [S98]",NA,7.Oct.97,-59226,-66209,-38.8,1.57,-21.67,-0.6441,-9.3513,9.4185,-2.3924,22.2354,-2.7149,1.6444,2
BeF+,BeF+,BeF+,aq,"SSH97 [S98]",NA,7.Oct.97,-158493,-177322,59.2,35.46,-21.26,-1.2603,-10.856,10.0098,-2.3302,23.774,4.1893,-0.3447,1
BeF2,BeF2,BeF2,aq,"SSH97 [S98]",NA,7.Oct.97,-231386,-258350,71.72,67.93,-16.64,-0.525,-9.0604,9.3042,-2.4044,45.6271,10.8026,-0.038,0
BeF3-1,BeF3-1,BeF3-,aq,"SSH97 [S98]",NA,7.Oct.97,-302532,-331512,104.78,96.1,-11.5,0.2052,-7.2776,8.6034,-2.4781,62.8555,16.5406,0.0401,-1
BeF4-2,BeF4-2,BeF4-2,aq,"SSH97 [S98]",NA,7.Oct.97,-370691,-386096,190.12,119.97,-5.77,1.0882,-5.1214,7.756,-2.5672,79.5432,21.4033,0.3329,-2
MnF+,MnF+,MnF+,aq,"SSH97 [S98]",NA,9.Oct.97,-123641,-132454,-13.3,29.39,-12.46,0.3136,-7.0128,8.4994,-2.489,30.284,2.9518,0.7483,1
