name,abbrv,formula,state,ref1,ref2,date,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T
methyldiethanolamine,MDEA,CH3N(C2H4OH)2,aq,HPT06,NA,13.Sep.07,NA,NA,NA,92,109.92,40.2008,-35.0358,-89.7466,21.5514,89.579,-2.1991,-0.9332,0
"methyldiethanolammonium chloride",MDEAHCl,CH3NH(C2H4OH)2Cl,aq,HPT06,NA,13.Sep.07,NA,NA,NA,46.44,123.32,40.9178,-23.1193,-69.1683,14.354,71.773,-8.2522,0.8758,0
